"codigo_producto","descripcion_producto","ingrediente_forma","tipo_proyecto","subcategoria","categoria","tamaño_corte","peso_neto_caja","tamaño_paquete","cantidad_paquetes","peso_neto_paquete","caja_tipo_id","id_sencillo","caja_grosor_mm","caja_interior_largo","caja_interior_ancho","caja_interior_alto","caja_exterior_largo","caja_exterior_ancho","caja_exterior_alto","pallet_alto","pallet_ancho","pallet_largo","cantidad_cajas_alto","cantidad_cajas_largo","cantidad_cajas_ancho","cantidad_cajas_total","utilizacion","volumen_interior_caja_mm3","volumen_exterior_caja_mm3","volumen_pallet_mm3","perimetro_caja_m","headspace_max_pct","ect_n_m","carga_max_kg","volumen_producto_canal_servicios_comida","volumen_producto_canal_minorista","volumen_producto_canal_cadenas_corporativas","volumen_producto_canal_otros","volumen_producto_total","volumen_producto_planta_buenos_aires","volumen_producto_planta_curitiba","volumen_producto_planta_santiago","volumen_producto_planta_monterrey","volumen_producto_planta_bakersfield","cantidad_pallets_planta_buenos_aires","cantidad_pallets_planta_curitiba","cantidad_pallets_planta_santiago","cantidad_pallets_planta_monterrey","cantidad_pallets_planta_bakersfield","cantidad_pallets_total","costo_total_planta_buenos_aires","costo_total_planta_curitiba","costo_total_planta_santiago","costo_total_planta_monterrey","costo_total_planta_bakersfield","costo_pallets_planta_buenos_aires","costo_pallets_planta_curitiba","costo_pallets_planta_santiago","costo_pallets_planta_monterrey","costo_pallets_planta_bakersfield","costo_pallets_total","costo_total","capas_apiladas","peso_capas_superiores_kg","cumple_resistencia","utilizacion_cajas"
"BR0318","BonsaiGreen Bastones rectos de brocoli 9x9 mm con cabo 5 x 2,5 kg | Ref GLD","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Medio",12.5,"5 X 2,5 KG",5,2.5,"8850d576186653964c356b848cd2153a",104,4.1,386,286,194,394.2,294.2,202.2,1800,800,1200,8,2,4,64,0.868513704,21416824,23449870.008,1728000000,1.3768,0.08,1200,168.415902140673,23876,0,0,0,23876,3728,8489,5556,2798,3305,59,133,87,44,52,375,2665.52,6069.635,3972.54,2000.57,2363.075,8850,19950,13050,6600,7800,56250,17071.34,8,87.5,TRUE,0.00111482449498581
"BR0319","Bastones rectos de brocoli 13x13 mm - clasico - Caja de 5 packs de 2,5 kg | Ref DHZ","Bastones rectos de brocoli","Estacional","Bastones clasicos - Legumes Frites","Bastones clasicos","Grueso",12.5,"5 X 2,5 KG",5,2.5,"ec50ec2078db5c1fbf57db09049b95f3",192,4.8,380,282,158,389.6,291.6,167.6,1800,800,1200,10,2,4,80,0.88150896,16931280,19040593.536,1728000000,1.3624,0.1,1550,215.261977573904,24396,0,0,0,24396,19886,0,0,0,4510,249,0,0,0,57,306,15312.22,0,0,0,3472.7,37350,0,0,0,8550,45900,18784.92,10,112.5,TRUE,0.0014408833827094
"BR0320","BonsaiGreen Bastones rectos de brocoli 6x6 mm 5 x 2,5 kg | Ref OI4","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Fino",12.5,"5 X 2,5 KG",5,2.5,"beea47cc5f637c6fde9604c5cdd6c572",153,4.7,387,287,214,396.4,296.4,223.4,1800,800,1200,8,2,4,64,0.972145454222222,23768766,26247927.264,1728000000,1.3856,0.1,1500,211.865443425076,10948,0,0,0,10948,0,10948,0,0,0,0,172,0,0,0,172,0,8429.96,0,0,0,0,25800,0,0,0,25800,8429.96,8,87.5,TRUE,0.000460604475638323
"BR0321","BonsaiPremium Bastones rectos de brocoli 6x6 mm 5 x 2,5 kg | Ref 59E","Bastones rectos de brocoli","Estacional","Bastones clasicos - Reserva Privada","Bastones clasicos","Fino",12.5,"5 X 2,5 KG",5,2.5,"d85b31778b741c8bdb462d9f332e56d2",176,4.1,383,248,244,391.2,256.2,252.2,1800,800,1200,7,2,4,56,0.819157369333333,23176096,25276855.968,1728000000,1.2948,0.08,1200,158.385321100917,279675,0,0,0,279675,0,0,0,279675,0,0,0,0,4995,0,4995,0,0,0,145431,0,0,0,0,749250,0,749250,145431,7,75,TRUE,0.0120673904699049
"BR0322","Bastones rectos de brocoli 6x6 mm - picante - Caja de 5 packs de 2,5 kg","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Fino",12.5,"5 X 2,5 KG",5,2.5,"414d4cf5c1bc8a346f7e4445ede7acbd",49,4.1,386,286,229,394.2,294.2,237.2,1800,800,1200,7,2,4,56,0.891493666,25280684,27508947.408,1728000000,1.3768,0.08,1200,168.415902140673,27820,0,438531,0,466351,0,0,466351,0,0,0,0,8328,0,0,8328,0,0,212189.705,0,0,0,0,1249200,0,0,1249200,212189.705,7,75,TRUE,0.0184469296795925
"BR0323","Bastones rectos de brocoli 6x6 mm - picante - Caja de 5 packs de 2,5 kg","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Fino",12.5,"5 X 2,5 KG",5,2.5,"32afd4b4cbf80746743543d141a1b52c",35,2.7,395,296,235,400,301.4,240.4,1800,800,1200,7,2,3,42,0.704438777777778,27476200,28982624,1728000000,1.4028,0.06,730,104.387767584098,0,0,12817,0,12817,0,0,12817,0,0,0,0,306,0,0,306,0,0,8459.22,0,0,0,0,45900,0,0,45900,8459.22,7,75,TRUE,0.00046647644142931
"BR0324","Cubos de brocoli - sazonado - Caja de 5 packs de 2,5 kg","Cubos de brocoli","Forma estable","Guarniciones - Cubos","Guarniciones","Forma",12.5,"5 X 2,5 KG",5,2.5,"082c1cdb42b1abd201403ca33ca11ef0",2,4.1,383,248,189,391.2,256.2,197.2,1800,800,1200,9,2,4,72,0.823519032,17951976,19764456.768,1728000000,1.2948,0.08,1200,158.385321100917,142401,0,0,0,142401,0,83217,0,0,59184,0,1156,0,0,822,1978,0,43272.84,0,0,34622.64,0,173400,0,0,123300,296700,77895.48,9,100,TRUE,0.00793233012343599
"BR0325","BonsaiGreen Espirales de brocoli 13 x 0,5 kg | Ref V23","Espirales de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",6.5,"13 X 0,5 KG",13,0.5,"457aead6b645a6fdaad21f23a4e8ca12",51,2.7,393,255,265,398.4,260.4,270.4,1800,800,1200,6,2,4,48,0.779227904,26556975,28052204.544,1728000000,1.3176,0.06,730,98.0477064220183,0,51347,0,0,51347,0,0,51347,0,0,0,0,1070,0,0,1070,0,0,24646.56,0,0,0,0,160500,0,0,160500,24646.56,6,32.5,TRUE,0.00193346569027534
"BR0326","13 bolsas de 0,5 kg | Espirales de brocoli sazonado | Ref 8LT","Espirales de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",6.5,"13 X 0,5 KG",13,0.5,"ab79baee2357a91142d0c868d05f3c31",133,4.1,383,248,258,391.2,256.2,266.2,1800,800,1200,6,2,4,48,0.741111448,24505872,26680012.128,1728000000,1.2948,0.08,1200,158.385321100917,0,65147,0,0,65147,0,65147,0,0,0,0,1358,0,0,0,1358,0,38110.995,0,0,0,0,203700,0,0,0,203700,38110.995,6,32.5,TRUE,0.00265842407076965
"BR0327","BonsaiGreen Brocoli en rejilla sazonado 13 x 0,5 kg | Ref TWE","Brocoli en rejilla","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",6.5,"13 X 0,5 kg",13,0.5,"8ff369b05ce8c21076793bc345e6ec1e",109,4.1,383,248,268,391.2,256.2,276.2,1800,800,1200,6,2,4,48,0.768951848,25455712,27682266.528,1728000000,1.2948,0.08,1200,158.385321100917,0,58364,0,0,58364,0,58364,0,0,0,0,1216,0,0,0,1216,0,34142.94,0,0,0,0,182400,0,0,0,182400,34142.94,6,32.5,TRUE,0.00229276635436479
"BR0328","BonsaiGreen Espirales de brocoli 9 x 0,75 kg","Espirales de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",6.75,"9 X 0,75 KG",9,0.75,"1c01c33ced1f5bfdb36a399ac98e0c68",16,4.1,383,248,214,391.2,256.2,222.2,1800,800,1200,8,2,4,64,0.824818250666666,20326576,22270092.768,1728000000,1.2948,0.08,1200,158.385321100917,0,36180,0,0,36180,0,36180,0,0,0,0,566,0,0,0,566,0,21165.3,0,0,0,0,84900,0,0,0,84900,21165.3,8,47.25,TRUE,0.00177993578456106
"BR0329","Brocoli en rejilla - clasico - Caja de 9 packs de 0,75 kg | Ref JOY","Brocoli en rejilla","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",6.75,"9 X 0,75 KG",9,0.75,"1cbc364190e4feb6cfbe064584c400ab",17,4.1,383,248,224,391.2,256.2,232.2,1800,800,1200,7,2,4,56,0.754196436,21276416,23272347.168,1728000000,1.2948,0.08,1200,158.385321100917,0,33395,0,0,33395,0,33395,0,0,0,0,597,0,0,0,597,0,17365.4,0,0,0,0,89550,0,0,0,89550,17365.4,7,40.5,TRUE,0.00156957825979714
"BR0330","9 bolsas de 0,75 kg | Espirales de brocoli","Espirales de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",6.75,"9 X 0,75 KG",9,0.75,"1c01c33ced1f5bfdb36a399ac98e0c68",16,4.1,383,248,214,391.2,256.2,222.2,1800,800,1200,8,2,4,64,0.824818250666666,20326576,22270092.768,1728000000,1.2948,0.08,1200,158.385321100917,0,36080,0,0,36080,0,36080,0,0,0,0,564,0,0,0,564,0,21106.8,0,0,0,0,84600,0,0,0,84600,21106.8,8,47.25,TRUE,0.00177501611683148
"BR0331","Brocoli en rejilla - clasico - Caja de 9 packs de 0,75 kg | Ref TP4","Brocoli en rejilla","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",6.75,"9 X 0,75 KG",9,0.75,"1cbc364190e4feb6cfbe064584c400ab",17,4.1,383,248,224,391.2,256.2,232.2,1800,800,1200,7,2,4,56,0.754196436,21276416,23272347.168,1728000000,1.2948,0.08,1200,158.385321100917,0,28544,0,0,28544,0,28544,0,0,0,0,510,0,0,0,510,0,14842.88,0,0,0,0,76500,0,0,0,76500,14842.88,7,40.5,TRUE,0.00134157933366221
"BR0332","Bastones rectos de brocoli 6x6 mm - clasico - Caja de 5 packs de 2,5 kg | Ref VDD","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Fino",12.5,"5 X 2,5 KG",5,2.5,"e67976152cc42ec69a300f4522f58632",183,2.7,393,255,255,398.4,260.4,260.4,1800,800,1200,6,2,4,48,0.750410304,25554825,27014770.944,1728000000,1.3176,0.06,730,98.0477064220183,737870,842,0,789,739501,0,518338,221163,0,0,0,10799,4608,0,0,15407,0,217701.96,106158.24,0,0,0,1619850,691200,0,0,2311050,323860.2,6,62.5,TRUE,0.0289378228964589
"BR0333","5 bolsas de 2,5 kg | Bastones rectos de brocoli 6x6 mm | Ref VXL","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Fino",12.5,"5 X 2,5 KG",5,2.5,"3665e3bea9deb6de2f6ad8e308473be4",39,4.8,380,282,212,389.6,291.6,221.6,1800,800,1200,8,2,4,64,0.932421888,22717920,25175390.976,1728000000,1.3624,0.1,1550,215.261977573904,47485,10440,3,150,58078,0,46286,11792,0,0,0,724,185,0,0,909,0,32400.2,9079.84,0,0,0,108600,27750,0,0,136350,41480.04,8,87.5,TRUE,0.00255648404431392
"BR0334","5 bolsas de 2,5 kg | Bastones rectos de brocoli 9x9 mm | Ref TYH","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Medio",12.5,"5 X 2,5 KG",5,2.5,"fa8da38322149b23e14a120e71d38975",200,2.7,393,255,235,398.4,260.4,240.4,1800,800,1200,7,2,4,56,0.808237621333333,23550525,24939903.744,1728000000,1.3176,0.06,730,98.0477064220183,786867,98,2649,4631,794245,0,498454,162211,0,133580,0,8901,2897,0,2386,14184,0,209350.68,68128.62,0,56103.6,0,1335150,434550,0,357900,2127600,333582.9,7,75,TRUE,0.0337251505008912
"BR0335","Bastones rectos de brocoli 9x9 mm - clasico - Caja de 5 packs de 2,5 kg | Ref 5G6","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Medio",12.5,"5 X 2,5 KG",5,2.5,"fa8da38322149b23e14a120e71d38975",200,2.7,393,255,235,398.4,260.4,240.4,1800,800,1200,7,2,4,56,0.808237621333333,23550525,24939903.744,1728000000,1.3176,0.06,730,98.0477064220183,31652,0,0,0,31652,0,24433,7219,0,0,0,437,129,0,0,566,0,10261.86,3031.98,0,0,0,65550,19350,0,0,84900,13293.84,7,75,TRUE,0.00134400400840321
"BR0336","5 bolsas de 2,5 kg | Bastones rectos de brocoli 9x9 mm | Ref TYH","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Medio",12.5,"5 X 2,5 KG",5,2.5,"cf4c068dfec055bf302e658d71c9c942",169,4.8,380,282,192,389.6,291.6,201.6,1800,800,1200,8,2,4,64,0.848268288,20574720,22903243.776,1728000000,1.3624,0.1,1550,215.261977573904,30101,0,0,0,30101,0,26422,3679,0,0,0,413,58,0,0,471,0,18495.4,2832.83,0,0,0,61950,8700,0,0,70650,21328.23,8,87.5,TRUE,0.0014630089741197
"BR0337","Bastones rectos de brocoli 11x11 mm - clasico - Caja de 5 packs de 2,5 kg | Ref 9O7","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Medio",12.5,"5 X 2,5 KG",5,2.5,"b104736a19fe0c796651c18805508482",142,4.1,383,248,209,391.2,256.2,217.2,1800,800,1200,8,2,4,64,0.806257984,19851656,21768965.568,1728000000,1.2948,0.08,1200,158.385321100917,17838,0,1289,1503,20630,0,0,20630,0,0,0,0,323,0,0,323,0,0,13409.5,0,0,0,0,48450,0,0,48450,13409.5,8,87.5,TRUE,0.00103920801367906
"BR0338","5 bolsas de 2,5 kg | Bastones rectos de brocoli 13x13 mm","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Grueso",12.5,"5 x 2,5 kg",5,2.5,"0b72571a5bb7429ce7de424547e8d27d",4,4.1,386,286,174,394.2,294.2,182.2,1800,800,1200,9,2,4,72,0.880433217,19208904,21130397.208,1728000000,1.3768,0.08,1200,168.415902140673,34163,0,0,2795,36958,0,1072,35886,0,0,0,15,499,0,0,514,0,766.48,23325.9,0,0,0,2250,74850,0,0,77100,24092.38,9,100,TRUE,0.00192400357667465
"BR0339","Bastones rectos de brocoli 6x6 mm - con cabo - Caja de 5 packs de 2,5 kg","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Fino",12.5,"5 X 2,5 KG",5,2.5,"3479d784dc4ed4c42784cabde22ac149",36,4.1,383,248,248,391.2,256.2,256.2,1800,800,1200,7,2,4,56,0.832149556,23556032,25677757.728,1728000000,1.2948,0.08,1200,158.385321100917,642678,0,19158,0,661836,0,407639,254197,0,0,0,7280,4540,0,0,11820,0,211972.28,132182.44,0,0,0,1092000,681000,0,0,1773000,344154.72,7,75,TRUE,0.0280962430344805
"BR0340","Bastones rectos de brocoli 9x9 mm - con cabo - Caja de 5 packs de 2,5 kg","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Medio",12.5,"5 X 2,5 KG",5,2.5,"3826faf22304dbe5bef22f8c36155874",42,2.7,393,255,224,398.4,260.4,229.4,1800,800,1200,7,2,4,56,0.771255034666667,22448160,23798726.784,1728000000,1.3176,0.06,730,98.0477064220183,1697970,0,30437,0,1728407,0,1006991,333326,0,388090,0,17982,5953,0,6931,30866,0,422936.22,159996.48,0,162997.8,0,2697300,892950,0,1039650,4629900,745930.5,7,75,TRUE,0.0769954864897613
"BR0340XL","Bastones rectos de brocoli 9x9 mm - con cabo - Caja de 5 packs de 2,5 kg XL","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Medio",12.5,"5 X 2,5 KG",5,2.5,"fa8da38322149b23e14a120e71d38975",200,2.7,393,255,235,398.4,260.4,240.4,1800,800,1200,7,2,4,56,0.808237621333333,23550525,24939903.744,1728000000,1.3176,0.06,730,98.0477064220183,1559526,0,27955,0,1587481,0,924886,306148,0,356447,0,16516,5467,0,6366,28349,0,388452.12,128582.16,0,149707.74,0,2477400,820050,0,954900,4252350,666742.02,7,75,TRUE,0.0674074569462889
"BR0341","5 bolsas de 2,5 kg | Bastones rectos de brocoli 11x11 mm con cabo | Ref EBK","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Medio",12.5,"5 X 2,5 KG",5,2.5,"1c01c33ced1f5bfdb36a399ac98e0c68",16,4.1,383,248,214,391.2,256.2,222.2,1800,800,1200,8,2,4,64,0.824818250666666,20326576,22270092.768,1728000000,1.2948,0.08,1200,158.385321100917,512738,0,9318,0,522056,0,0,415053,0,107003,0,0,6486,0,1672,8158,0,0,188849.115,0,55641.56,0,0,972900,0,250800,1223700,244490.675,8,87.5,TRUE,0.025683420562322
"BR0342","Bastones rectos de brocoli 9x9 mm - con cabo - Caja de 5 packs de 2,5 kg","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Medio",12.5,"5 X 2,5 KG",5,2.5,"fa8da38322149b23e14a120e71d38975",200,2.7,393,255,235,398.4,260.4,240.4,1800,800,1200,7,2,4,56,0.808237621333333,23550525,24939903.744,1728000000,1.3176,0.06,730,98.0477064220183,40711,0,0,0,40711,0,40711,0,0,0,0,727,0,0,0,727,0,17098.62,0,0,0,0,109050,0,0,0,109050,17098.62,7,75,TRUE,0.00172866634607933
"BR0343","5 bolsas de 2,5 kg | Bastones rectos de brocoli 6x6 mm | Ref DUF","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Fino",12.5,"5 X 2,5 KG",5,2.5,"b1561453f5edf808c1c92eb2d0f45d38",143,2.7,393,255,321,398.4,260.4,326.4,1800,800,1200,5,2,4,40,0.78383872,32169015,33861832.704,1728000000,1.3176,0.06,730,98.0477064220183,0,0,286173,0,286173,0,91907,194266,0,0,0,2298,4857,0,0,7155,0,49629.78,93247.68,0,0,0,344700,728550,0,0,1073250,142877.46,5,50,TRUE,0.00889592049989718
"BR0344","Bastones rectos de brocoli 9x9 mm - clasico - Caja de 5 packs de 2,5 kg | Ref HKF","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Medio",12.5,"5 X 2,5 KG",5,2.5,"e743e947473252606cfa14519dbf593b",186,2.7,393,255,291,398.4,260.4,296.4,1800,800,1200,6,2,4,48,0.854153664,29162565,30749531.904,1728000000,1.3176,0.06,730,98.0477064220183,0,0,312633,0,312633,0,92689,219944,0,0,0,1932,4583,0,0,6515,0,44490.72,105573.12,0,0,0,289800,687450,0,0,977250,150063.84,6,62.5,TRUE,0.0107203533022558
"BR0345","Bastones rectos de brocoli 9x9 mm - clasico - Caja de 5 packs de 2,5 kg | Ref PII","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Medio",12.5,"5 X 2,5 KG",5,2.5,"5e55b0f0e0122b55ba8d4d91fb921c5a",75,4.5,391,292,316,400,301,325,1800,800,1200,5,2,3,30,0.679340277777778,36078352,39130000,1728000000,1.402,0.08,1400,200.081549439348,6083,0,519602,0,525685,0,94198,431487,0,0,0,3140,14383,0,0,17523,0,55105.83,224373.24,0,0,0,471000,2157450,0,0,2628450,279479.07,5,50,TRUE,0.0145706489032537
"BR0346","Bastones rectos de brocoli 9x9 mm - clasico - Caja de 5 packs de 2,5 kg | Ref HKF","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Medio",12.5,"5 X 2,5 KG",5,2.5,"5914abeae491eab8612131985b15994f",70,4.1,386,286,239,394.2,294.2,247.2,1800,800,1200,7,2,4,56,0.929077716,26384644,28668683.808,1728000000,1.3768,0.08,1200,168.415902140673,2657,0,397961,0,400618,0,134550,266068,0,0,0,2403,4752,0,0,7155,0,69966,138355.36,0,0,0,360450,712800,0,0,1073250,208321.36,7,75,TRUE,0.0151837561272383
"BR0347","Bastones rectos de brocoli 9x9 mm - clasico - Caja de 5 packs de 2,5 kg | Ref HKF","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Medio",12.5,"5X 2,5 KG",5,2.5,"5914abeae491eab8612131985b15994f",70,4.1,386,286,239,394.2,294.2,247.2,1800,800,1200,7,2,4,56,0.929077716,26384644,28668683.808,1728000000,1.3768,0.08,1200,168.415902140673,5,0,380621,1090,381716,0,0,0,0,381716,0,0,0,0,6817,6817,0,0,0,0,198492.32,0,0,0,0,1022550,1022550,198492.32,7,75,TRUE,0.0144673545718487
"BR0348","Bastones rectos de brocoli 9x9 mm - clasico - Caja de 5 packs de 2,5 kg | Ref PII","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Medio",12.5,"5 X 2,5 KG",5,2.5,"4e08f8e3d25dca0ebe2ef18b5cff3f24",58,4.8,380,282,305,389.6,291.6,314.6,1800,800,1200,5,2,4,40,0.82733508,32683800,35740875.456,1728000000,1.3624,0.1,1550,215.261977573904,2,0,142660,0,142662,0,64906,77756,0,0,0,1623,1944,0,0,3567,0,40890.78,48986.28,0,0,0,243450,291600,0,0,535050,89877.06,5,50,TRUE,0.00436491472839756
"BR0349","Bastones rectos de brocoli 9x9 mm - clasico - Caja de 5 packs de 2,5 kg | Ref HKF","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Medio",12.5,"5 X 2,5 KG",5,2.5,"6d5c1314ab281dbdd56dc5dde84579b9",91,2.7,395,296,245,400,301.4,250.4,1800,800,1200,7,2,3,42,0.733741555555556,28645400,30188224,1728000000,1.4028,0.06,730,104.387767584098,0,0,92361,0,92361,0,0,92361,0,0,0,0,2200,0,0,2200,0,0,49874.94,0,0,0,0,330000,0,0,330000,49874.94,7,75,TRUE,0.00322428732012819
"BR0350","11 bolsas de 1 kg | Tortitas de brocoli | Ref G03","Tortitas de brocoli","Forma estable","Guarniciones - Tortitas","Guarniciones","Forma",11,"11 X 1 KG",11,1,"1f3654aef5539d7393e1c6a4a8be552f",21,4.6,383,285,206,392.2,294.2,215.2,1800,800,1200,8,2,4,64,0.919663098074074,22485930,24830903.648,1728000000,1.3728,0.1,1450,202.911314984709,139,0,3647,0,3786,3786,0,0,0,0,60,0,0,0,0,60,2385.18,0,0,0,0,9000,0,0,0,0,9000,2385.18,8,77,TRUE,0.000168371955262691
"BR0351","11 bolsas de 1 kg | Tortitas de brocoli | Ref G03","Tortitas de brocoli","Forma estable","Guarniciones - Tortitas","Guarniciones","Forma",11,"11 X 1 KG",11,1,"1f3654aef5539d7393e1c6a4a8be552f",21,4.6,383,285,206,392.2,294.2,215.2,1800,800,1200,8,2,4,64,0.919663098074074,22485930,24830903.648,1728000000,1.3728,0.1,1450,202.911314984709,3207,0,68372,0,71579,71579,0,0,0,0,1119,0,0,0,0,1119,45094.77,0,0,0,0,167850,0,0,0,0,167850,45094.77,8,77,TRUE,0.00318327949966935
"BR0352","BonsaiGreen Bastones rectos de brocoli 9x9 mm 5 x 2,5 kg | Ref KXH","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Medio",12.5,"5 X2,5 KG",5,2.5,"e743e947473252606cfa14519dbf593b",186,2.7,393,255,291,398.4,260.4,296.4,1800,800,1200,6,2,4,48,0.854153664,29162565,30749531.904,1728000000,1.3176,0.06,730,98.0477064220183,30713,0,0,0,30713,0,18980,11733,0,0,0,396,245,0,0,641,0,9110.4,5631.84,0,0,0,59400,36750,0,0,96150,14742.24,6,62.5,TRUE,0.00105316524798144
"BR0353","BonsaiVegetales Croquetas de brocoli 13 x 0,75 kg","Croquetas de brocoli","Forma estable","Guarniciones - Legumes Croquetas","Guarniciones","Forma",9.75,"13 X 0,75 KG",13,0.75,"ea6403e25e3a52198dad19251c207a47",189,4.6,380,252,245,389.2,261.2,254.2,1800,800,1200,7,2,4,56,0.83746340637037,23461200,25841727.968,1728000000,1.3008,0.1,1450,192.269113149847,21335,0,0,0,21335,21335,0,0,0,0,381,0,0,0,0,381,13441.05,0,0,0,0,57150,0,0,0,0,57150,13441.05,7,58.5,TRUE,0.000909373774572486
"BR0354","BonsaiGreen Brocoli en rejilla sazonado, con cabo 13 x 0,5 kg","Brocoli en rejilla","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",6.5,"13 X 0,5 KG",13,0.5,"6a29db0cef2137d2bb15a27d61f064bd",86,2.7,393,255,270,398.4,260.4,275.4,1800,800,1200,6,2,4,48,0.793636704,27058050,28570921.344,1728000000,1.3176,0.06,730,98.0477064220183,50094,0,0,0,50094,0,0,50094,0,0,0,0,1044,0,0,1044,0,0,27050.76,0,0,0,0,156600,0,0,156600,27050.76,6,32.5,TRUE,0.00185135292454556
"BR0355","BonsaiGreen Dippers de brocoli 13 x 0,5 kg","Dippers de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",6.5,"13 X 0,5 KG",13,0.5,"a130566667d4be7bb38053adaefea0af",119,2.7,393,255,204,398.4,260.4,209.4,1800,800,1200,8,2,4,64,0.804587392,20443860,21723859.584,1728000000,1.3176,0.06,730,98.0477064220183,23972,0,0,0,23972,0,23972,0,0,0,0,375,0,0,0,375,0,11506.56,0,0,0,0,56250,0,0,0,56250,11506.56,8,45.5,TRUE,0.00117257699866855
"BR0356","Espirales de brocoli - sazonado - Caja de 13 packs de 0,5 kg","Espirales de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",6.5,"13 X 0,5 KG",13,0.5,"457aead6b645a6fdaad21f23a4e8ca12",51,2.7,393,255,265,398.4,260.4,270.4,1800,800,1200,6,2,4,48,0.779227904,26556975,28052204.544,1728000000,1.3176,0.06,730,98.0477064220183,37946,0,0,0,37946,0,0,37946,0,0,0,0,791,0,0,791,0,0,18214.08,0,0,0,0,118650,0,0,118650,18214.08,6,32.5,TRUE,0.0014288524954367
"BR0357","BonsaiGreen Bastones rectos de brocoli 6x6 mm 13 x 0,75 kg","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Fino",9.75,"13 X 0,75 KG",13,0.75,"ad23381bab48bad4640990fdc6a27c9b",136,4.1,383,248,229,391.2,256.2,237.2,1800,800,1200,7,2,4,56,0.770436669333333,21751336,23773474.368,1728000000,1.2948,0.08,1200,158.385321100917,23014,0,0,0,23014,0,15160,7854,0,0,0,271,141,0,0,412,0,10839.4,5105.1,0,0,0,40650,21150,0,0,61800,15944.5,7,58.5,TRUE,0.00105804995150643
"BR0358","BonsaiGreen Espirales de brocoli 13 x 0,75 kg","Espirales de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",9.75,"13 X 0,75 KG",13,0.75,"6d5c1314ab281dbdd56dc5dde84579b9",91,2.7,395,296,245,400,301.4,250.4,1800,800,1200,7,2,3,42,0.733741555555556,28645400,30188224,1728000000,1.4028,0.06,730,104.387767584098,0,8728,0,0,8728,0,8728,0,0,0,0,208,0,0,0,208,0,5236.8,0,0,0,0,31200,0,0,0,31200,5236.8,7,58.5,TRUE,0.000304691154600739
