"codigo_producto","descripcion_producto","ingrediente_forma","tipo_proyecto","subcategoria","categoria","tamaño_corte","peso_neto_caja","tamaño_paquete","cantidad_paquetes","peso_neto_paquete","caja_tipo_id","volumen_producto_canal_servicios_comida","volumen_producto_canal_minorista","volumen_producto_canal_cadenas_corporativas","volumen_producto_canal_otros","volumen_producto_total","volumen_producto_planta_buenos_aires","volumen_producto_planta_curitiba","volumen_producto_planta_santiago","volumen_producto_planta_monterrey","volumen_producto_planta_bakersfield","cantidad_pallets_planta_buenos_aires","cantidad_pallets_planta_curitiba","cantidad_pallets_planta_santiago","cantidad_pallets_planta_monterrey","cantidad_pallets_planta_bakersfield","cantidad_pallets_total","costo_total_planta_buenos_aires","costo_total_planta_curitiba","costo_total_planta_santiago","costo_total_planta_monterrey","costo_total_planta_bakersfield","costo_pallets_planta_buenos_aires","costo_pallets_planta_curitiba","costo_pallets_planta_santiago","costo_pallets_planta_monterrey","costo_pallets_planta_bakersfield","costo_pallets_total","costo_total"
"BR0193","Brocoli zigzag 9x9 mm - clasico - Caja de 5 packs de 2,5 kg | Ref V9S","Brocoli zigzag","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",12.5,"5X2,5 KG",5,2.5,"78476d2a5588a720c7742ab9b866c42e",352703,1,2,0,352706,0,0,264390,0,88316,0,0,5509,0,1840,7349,0,0,111043.8,0,42391.68,0,0,826350,0,276000,1102350,153435.48
"BR0194","5 bolsas de 1,75 kg | Bastones rectos de brocoli 6x6 mm","Bastones rectos de brocoli","Estacional","Brocoli especial - Bastones Especiales","Brocoli especial","Fino",8.75,"5 X 1,75 KG",5,1.75,"f1efec47e48187c72213058375afab2c",48228,0,0,0,48228,7531,17147,11223,5652,6675,210,477,312,157,186,1342,4970.46,9259.38,7407.18,3730.32,4405.5,31500,71550,46800,23550,27900,201300,29772.84
"BR0195","BonsaiGreen Bastones rectos de brocoli 9x9 mm con cabo 5 x 2,5 kg | Ref GPT","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Medio",12.5,"5 X 2,5 kg",5,2.5,"02cf77de65b70dd77905e2e33d78478f",315717,0,0,0,315717,0,0,0,0,315717,0,0,0,0,8770,8770,0,0,0,0,132601.14,0,0,0,0,1315500,1315500,132601.14
"BR0196","Bastones rectos de brocoli - clasico - Caja de 5 packs de 2,5 kg | Ref M96","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Grueso",12.5,"5 X 2,5 KG",5,2.5,"3249c6671a2e400c91ae940376aa4946",31013,0,0,0,31013,0,0,0,0,31013,0,0,0,0,647,647,0,0,0,0,20158.45,0,0,0,0,97050,97050,20158.45
"BR0197","Bastones rectos de brocoli 7x7 mm - clasico - Caja de 5 packs de 2,5 kg","Bastones rectos de brocoli","Estacional","Bastones clasicos - Legumes Frites","Bastones clasicos","Fino",12.5,"5 X 2,5 KG",5,2.5,"614801e8bbdec32546c0d92055dfb596",61138,0,0,0,61138,61138,0,0,0,0,956,0,0,0,0,956,35765.73,0,0,0,0,143400,0,0,0,0,143400,35765.73
"BR0198","BonsaiGreen Bastones rectos de brocoli 9x9 mm 5 x 2,5 kg | Ref TJZ","Bastones rectos de brocoli","Estacional","Bastones clasicos - Legumes Frites","Bastones clasicos","Medio",12.5,"5 X 2,5 KG",5,2.5,"3bbb0a264f46985b05693bd22a6944d3",209409,1,7350,0,216760,216760,0,0,0,0,3011,0,0,0,0,3011,121385.6,0,0,0,0,451650,0,0,0,0,451650,121385.6
"BR0199","BonsaiGreen Bastones rectos de brocoli 9x9 mm 5 x 2,5 kg | Ref 66Q","Bastones rectos de brocoli","Estacional","Bastones clasicos - Legumes Frites","Bastones clasicos","Medio",12.5,"5 X 2,5 KG",5,2.5,"79637c70988d89fe3abe191b59c1ed0c",43002,1,0,0,43003,43003,0,0,0,0,768,0,0,0,0,768,22361.56,0,0,0,0,115200,0,0,0,0,115200,22361.56
"BR0200","BonsaiGreen Bastones rectos de brocoli 11x11 mm 5 x 2,5 kg | Ref 94Q","Bastones rectos de brocoli","Estacional","Bastones clasicos - Legumes Frites","Bastones clasicos","Medio",12.5,"5 X 2,5 KG",5,2.5,"ad02b3d41b4467a5a65a742951a80e72",70691,0,0,0,70691,70691,0,0,0,0,884,0,0,0,0,884,36759.32,0,0,0,0,132600,0,0,0,0,132600,36759.32
"BR0201","5 bolsas de 2,5 kg | Bastones rectos de brocoli 9x18 mm | Ref M8G","Bastones rectos de brocoli","Estacional","Bastones clasicos - Legumes Frites","Bastones clasicos","Corte steak",12.5,"5 X 2,5 KG",5,2.5,"162c41fa859810e889efa37f867819bb",18969,0,0,0,18969,18969,0,0,0,0,396,0,0,0,0,396,11381.4,0,0,0,0,59400,0,0,0,0,59400,11381.4
"BR0202","5 bolsas de 2,5 kg | Bastones rectos de brocoli 9x18 mm | Ref VXR","Bastones rectos de brocoli","Estacional","Bastones clasicos - Legumes Frites","Bastones clasicos","Corte steak",12.5,"5 X 2,5 KG",5,2.5,"67894c5a8355ca9b7e57b96362fa45f1",81074,0,0,0,81074,81074,0,0,0,0,1014,0,0,0,0,1014,47428.29,0,0,0,0,152100,0,0,0,0,152100,47428.29
"BR0203","5 bolsas de 2,5 kg | Bastones rectos de brocoli 9x9 mm | Ref 3JD","Bastones rectos de brocoli","Estacional","Bastones clasicos - Legumes Frites Salados","Bastones clasicos","Medio",12.5,"5 X 2,5 KG",5,2.5,"f95687311339e4b9b0ef5622b26fd941",319104,2,0,0,319106,22211,0,0,296895,0,348,0,0,4639,0,4987,13326.6,0,0,124695.9,0,52200,0,0,695850,0,748050,138022.5
"BR0204","5 bolsas de 2,5 kg | Bastones rectos de brocoli 6x6 mm | Ref MQU","Bastones rectos de brocoli","Estacional","Bastones clasicos - Legumes Frites Salados","Bastones clasicos","Fino",12.5,"5 X 2,5 KG",5,2.5,"3826faf22304dbe5bef22f8c36155874",76435,2,0,0,76437,0,0,0,76437,0,0,0,0,1365,0,1365,0,0,0,32103.54,0,0,0,0,204750,0,204750,32103.54
"BR0205","Bastones rectos de brocoli 6x6 mm - crocante - Caja de 5 packs de 2,5 kg | Ref 3CH","Bastones rectos de brocoli","Estacional","Bastones extra crocantes - Muy Crocantes","Bastones extra crocantes","Fino",12.5,"5 X 2,5 KG",5,2.5,"414d4cf5c1bc8a346f7e4445ede7acbd",306527,0,1,15867,322395,0,42942,279453,0,0,0,767,4991,0,0,5758,0,25121.07,127151.115,0,0,0,115050,748650,0,0,863700,152272.185
"BR0206","5 bolsas de 2,5 kg | Bastones rectos de brocoli 9x9 mm crocante","Bastones rectos de brocoli","Estacional","Bastones extra crocantes - Muy Crocantes","Bastones extra crocantes","Medio",12.5,"5x2,5 kg",5,2.5,"48d2fa87ef6ac189e633680672b6132e",509284,0,5000,26184,540468,0,58719,481749,0,0,0,918,7528,0,0,8446,0,30533.88,219195.795,0,0,0,137700,1129200,0,0,1266900,249729.675
"BR0207","Bastones rectos de brocoli 9x9 mm - crocante - Caja de 5 packs de 2,5 kg | Ref M67","Bastones rectos de brocoli","Estacional","Bastones extra crocantes - Muy Crocantes","Bastones extra crocantes","Medio",12.5,"5 X 2,5 KG",5,2.5,"48d2fa87ef6ac189e633680672b6132e",698710,1,4364,35872,738947,0,17685,721262,0,0,0,277,11270,0,0,11547,0,9196.2,328174.21,0,0,0,41550,1690500,0,0,1732050,337370.41
"BR0208","Bastones rectos de brocoli 9x9 mm - crocante - Caja de 5 packs de 2,5 kg | Ref XJG","Bastones rectos de brocoli","Estacional","Bastones extra crocantes - Muy Crocantes","Bastones extra crocantes","Medio",12.5,"5 X 2,5 KG",5,2.5,"fa8da38322149b23e14a120e71d38975",7252,0,1147,0,8399,0,0,8399,0,0,0,0,150,0,0,150,0,0,3527.58,0,0,0,0,22500,0,0,22500,3527.58
"BR0209","BonsaiPremium Bastones rectos de brocoli 13x13 mm 5 x 2,5 kg","Bastones rectos de brocoli","Estacional","Bastones clasicos - Reserva Privada","Bastones clasicos","Grueso",12.5,"5 X 2,5 KG",5,2.5,"bbc4a9c702728931b676523ffd513a75",18727,0,0,0,18727,2924,6658,4358,2195,2592,41,93,61,31,36,262,2090.66,4760.47,3115.97,1569.425,1347.84,6150,13950,9150,4650,5400,39300,12884.365
"BR0209XL","BonsaiPremium Bastones rectos de brocoli 13x13 mm 5 x 2,5 kg XL","Bastones rectos de brocoli","Estacional","Bastones clasicos - Reserva Privada","Bastones clasicos","Grueso",12.5,"5 X 2,5 KG",5,2.5,"f324c5af11a778e41d0ca8572b5187bb",20283,0,0,0,20283,3168,7211,4720,2377,2807,44,101,66,34,39,284,2265.12,5155.865,3374.8,1699.555,2007.005,6600,15150,9900,5100,5850,42600,14502.345
"BR0210","5 bolsas de 2,5 kg | Bastones rectos de brocoli 16x18 mm","Bastones rectos de brocoli","Estacional","Bastones clasicos - Reserva Privada","Bastones clasicos","Grueso",12.5,"5 X 2,5 KG",5,2.5,"67894c5a8355ca9b7e57b96362fa45f1",61059,0,0,0,61059,0,0,0,0,61059,0,0,0,0,764,764,0,0,0,0,31750.68,0,0,0,0,114600,114600,31750.68
"BR0211","Bastones rectos de brocoli 16x18 mm - con cabo - Caja de 5 packs de 2,5 kg","Bastones rectos de brocoli","Estacional","Bastones clasicos - Reserva Privada","Bastones clasicos","Grueso",12.5,"5x2,5 kg",5,2.5,"67894c5a8355ca9b7e57b96362fa45f1",47588,0,0,0,47588,0,0,0,0,47588,0,0,0,0,595,595,0,0,0,0,24745.76,0,0,0,0,89250,89250,24745.76
"BR0212","BonsaiGreen Brocoli zigzag 9x9 mm 5 x 2,5 kg","Brocoli zigzag","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",12.5,"5 X 2,5 KG",5,2.5,"c4661c6946240f8ff854e9255c97cbc9",41492,0,0,0,41492,0,0,0,0,41492,0,0,0,0,1297,1297,0,0,0,0,26969.8,0,0,0,0,194550,194550,26969.8
"BR0213","Espirales de brocoli - sazonado - Caja de 11 packs de 0,5 kg","Espirales de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",5.5,"11 X 0,5 KG",11,0.5,"6f0bc5eabea0d399e9342acf41bcb33b",2,48016,0,0,48018,0,48018,0,0,0,0,890,0,0,0,890,0,25929.72,0,0,0,0,133500,0,0,0,133500,25929.72
"BR0214","11 bolsas de 0,5 kg | Bastones rectos de brocoli","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Forma",5.5,"11 X 0,5 KG",11,0.5,"5e09543a8b7a6614f447c98559a39851",2,30967,0,0,30969,0,30969,0,0,0,0,574,0,0,0,574,0,16723.26,0,0,0,0,86100,0,0,0,86100,16723.26
"BR0215","Brocoli en rejilla - sazonado - Caja de 9 packs de 0,5 kg | Ref WRG","Brocoli en rejilla","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",4.5,"9 X 0,5 KG",9,0.5,"5e09543a8b7a6614f447c98559a39851",2,3683,0,0,3685,0,3685,0,0,0,0,69,0,0,0,69,0,1989.9,0,0,0,0,10350,0,0,0,10350,1989.9
"BR0216","Tiras para dip de brocoli - con sal - Caja de 11 packs de 0,5 kg","Tiras para dip de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",5.5,"11 X 0,5 KG",11,0.5,"1e4959b0a5703ba491bdc303578ad11c",3847,35710,0,0,39557,0,39557,0,0,0,0,495,0,0,0,495,0,21360.78,0,0,0,0,74250,0,0,0,74250,21360.78
"BR0217","BonsaiGreen Brocoli zigzag sazonado 9 x 0,75 kg","Brocoli zigzag","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",6.75,"9 X 0,8kg",9,0.8,"1d004a15dfa567347fd4f43b42afd3a4",2,28665,0,0,28667,0,28667,0,0,0,0,478,0,0,0,478,0,17200.2,0,0,0,0,71700,0,0,0,71700,17200.2
"BR0218","BonsaiGreen Bastones rectos de brocoli 16x18 mm con cabo 13 x 0,75 kg","Bastones rectos de brocoli","Estacional","Bastones clasicos - Legumes Frites","Bastones clasicos","Grueso",9.75,"13 X 0,75 KG",13,0.75,"cb9988b0557e22e3abc2bbe0a56967d0",0,1962,0,0,1962,0,0,0,0,1962,0,0,0,0,25,25,0,0,0,0,1402.83,0,0,0,0,3750,3750,1402.83
"BR0219","BonsaiGreen Tiras para dip de brocoli con sal 9 x 0,75 kg","Tiras para dip de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",6.75,"9 X 0,75 KG",9,0.75,"ce1ff894a22d25ca524b3e3a26227ec6",2,50400,0,0,50402,0,50402,0,0,0,0,764,0,0,0,764,0,27217.08,0,0,0,0,114600,0,0,0,114600,27217.08
"BR0220","9 bolsas de 0,5 kg | Espirales de brocoli","Espirales de brocoli","Forma estable","Bastones clasicos - Reserva Privada","Bastones clasicos","Forma",4.5,"9 X 0,5 KG",9,0.5,"ae072ed4f441d6f7ab5283589778daca",6678,28026,0,0,34704,0,34704,0,0,0,0,482,0,0,0,482,0,16657.92,0,0,0,0,72300,0,0,0,72300,16657.92
"BR0221","BonsaiGreen Espirales de brocoli sazonado 9 x 0,5 kg","Espirales de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",4.5,"9 X 0,5 KG",9,0.5,"74199034c698427710e01bb0d15604d8",15119,219095,0,0,234214,0,75581,158633,0,0,0,945,1983,0,0,2928,0,40813.74,76143.84,0,0,0,141750,297450,0,0,439200,116957.58
"BR0222","Brocoli en rejilla - sazonado - Caja de 9 packs de 0,5 kg | Ref R6I","Brocoli en rejilla","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",4.5,"9 X 0,5 KG",9,0.5,"6606e81b2f59d36618cddb9ed77287c3",11159,47885,0,0,59044,0,59044,0,0,0,0,923,0,0,0,923,0,28341.12,0,0,0,0,138450,0,0,0,138450,28341.12
"BR0223","Brocoli zigzag - clasico - Caja de 9 packs de 0,75 kg","Brocoli zigzag","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",6.75,"9 X 0,75 KG",9,0.75,"ae072ed4f441d6f7ab5283589778daca",954,54391,0,0,55345,0,48316,7029,0,0,0,672,98,0,0,770,0,23191.68,3795.66,0,0,0,100800,14700,0,0,115500,26987.34
"BR0224","9 bolsas de 0,5 kg | Dippers de brocoli","Dippers de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",4.5,"9 X 0,5 KG",9,0.5,"3ef63ea58bdc563a0f889a62b3874119",10207,26712,0,0,36919,0,36919,0,0,0,0,420,0,0,0,420,0,22151.4,0,0,0,0,63000,0,0,0,63000,22151.4
"BR0225","BonsaiGreen Corte rustico de brocoli 9 x 0,75 kg","Corte rustico de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",6.75,"9 X 0,75 KG",9,0.75,"8f6cdeebd6a09f639e27ef1cbb567311",3640,72397,0,0,76037,0,76037,0,0,0,0,865,0,0,0,865,0,44481.645,0,0,0,0,129750,0,0,0,129750,44481.645
"BR0226","Bastones rectos de brocoli 9x9 mm - con cabo - Caja de 11 packs de 0,75 kg","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Medio",8.25,"11 X 0,75 KG",11,0.75,"ae072ed4f441d6f7ab5283589778daca",3212,18277,0,0,21489,0,7303,14186,0,0,0,102,198,0,0,300,0,3505.44,7660.44,0,0,0,15300,29700,0,0,45000,11165.88
"BR0227","Brocoli zigzag - sazonado - Caja de 9 packs de 0,75 kg","Brocoli zigzag","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",6.75,"9 X0,8 KG",9,0.8,"8f61ca662a88d3f0432d0d6a0cfbf2ee",1727,63340,0,0,65067,0,65067,0,0,0,0,904,0,0,0,904,0,38064.195,0,0,0,0,135600,0,0,0,135600,38064.195
"BR0228","9 bolsas de 0,75 kg | Bastones rectos de brocoli","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Fino",6.75,"9 X 0,75 KG",9,0.75,"ae072ed4f441d6f7ab5283589778daca",5200,30741,0,0,35941,0,5834,30107,0,0,0,82,419,0,0,501,0,2800.32,16257.78,0,0,0,12300,62850,0,0,75150,19058.1
"BR0229","Brocoli en rejilla - sazonado - Caja de 9 packs de 0,5 kg | Ref R6I","Brocoli en rejilla","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",4.5,"9 X 0,5 KG",9,0.5,"6606e81b2f59d36618cddb9ed77287c3",2,163733,0,0,163735,0,143834,19901,0,0,0,2248,311,0,0,2559,0,69040.32,13134.66,0,0,0,337200,46650,0,0,383850,82174.98
"BR0230","BonsaiGreen Bastones rectos de brocoli 9x9 mm con cabo 9 x 0,75 kg","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Medio",6.75,"9 X 0,75 KG",9,0.75,"ad82db0ca04dc6e4f24560b7e49b6000",164,2062,0,0,2226,0,511,1715,0,0,0,8,24,0,0,32,0,337.26,1131.9,0,0,0,1200,3600,0,0,4800,1469.16
"BR0231","9 bolsas de 0,75 kg | Bastones rectos de brocoli","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Fino",6.75,"9 X 0,75 KG",9,0.75,"a778b11e4e4ba54e29a39958cb07f4f2",2,1901,0,0,1903,0,0,1903,0,0,0,0,32,0,0,32,0,0,1255.98,0,0,0,0,4800,0,0,4800,1255.98
"BR0232","Espirales de brocoli - sazonado - Caja de 5 packs de 2,5 kg | Ref D2J","Espirales de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",12.5,"5 X 2,5 KG",5,2.5,"ce9d9f5685ddf0df230b3137826b5cde",11594,0,0,0,11594,0,0,11594,0,0,0,0,242,0,0,242,0,0,5275.27,0,0,0,0,36300,0,0,36300,5275.27
"BR0233","Brocoli en rejilla - sazonado - Caja de 5 packs de 2,5 kg","Brocoli en rejilla","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",12.5,"5 X 2,5 KG",5,2.5,"02cf77de65b70dd77905e2e33d78478f",0,1,443343,0,443344,0,0,443344,0,0,0,0,12316,0,0,12316,0,0,212805.12,0,0,0,0,1847400,0,0,1847400,212805.12
"BR0234","Cubos de brocoli - clasico - Caja de 5 packs de 2,5 kg","Cubos de brocoli","Forma estable","Guarniciones - Cubos","Guarniciones","Forma",12.5,"5 X 2,5 KG",5,2.5,"ae072ed4f441d6f7ab5283589778daca",62225,0,1,0,62226,0,62226,0,0,0,0,865,0,0,0,865,0,29868.48,0,0,0,0,129750,0,0,0,129750,29868.48
"BR0235","5 bolsas de 2,5 kg | Tortitas de brocoli","Tortitas de brocoli","Forma estable","Guarniciones - Tortitas","Guarniciones","Forma",12.5,"5 X 2,5 KG",5,2.5,"c68517097037ec6420e21676ab2f1609",8667,0,2659,0,11326,11326,0,0,0,0,236,0,0,0,0,236,7475.16,0,0,0,0,35400,0,0,0,0,35400,7475.16
"BR0236","Rosti de brocoli - clasico - Caja de 5 packs de 2,5 kg","Rosti de brocoli","Forma estable","Guarniciones - Tortitas","Guarniciones","Forma",12.5,"5 X 2,5kg",5,2.5,"6bf7838d3709d8f15fdad06ed6484d8e",80935,0,5395,0,86330,86330,0,0,0,0,1799,0,0,0,0,1799,46618.2,0,0,0,0,269850,0,0,0,0,269850,46618.2
"BR0237","BonsaiGreen Brocoli ondulado 5 x 2,5 kg","Brocoli ondulado","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",12.5,"5 X 2,5 KG",5,2.5,"746ba2b15e87d0070b74ecc07f6ca350",16762,1,0,0,16763,0,0,16763,0,0,0,0,300,0,0,300,0,0,11985.545,0,0,0,0,45000,0,0,45000,11985.545
"BR0238","Bastones rectos de brocoli 6x6 mm - picante - Caja de 5 packs de 1,75 kg","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Fino",8.75,"5 X 1,75 KG",5,1.75,"9c72b7ef9f82b991ef05900066e9dc1b",196,0,38089,0,38285,0,0,38285,0,0,0,0,798,0,0,798,0,0,26799.5,0,0,0,0,119700,0,0,119700,26799.5
"BR0239","Dippers de brocoli - clasico - Caja de 5 packs de 2,5 kg","Dippers de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",12.5,"5 X 2,5 KG",5,2.5,"963709ce03639618149be23f8bb82ece",1534176,2,9,1004,1535191,0,1165678,369513,0,0,0,24285,7699,0,0,31984,0,530383.49,192146.76,0,0,0,3642750,1154850,0,0,4797600,722530.25
"BR0240","Dippers de brocoli - clasico - Caja de 5 packs de 2,5 kg","Dippers de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",12.5,"5 X 2,5 KG",5,2.5,"963709ce03639618149be23f8bb82ece",1,0,146137,0,146138,0,110963,35175,0,0,0,2312,733,0,0,3045,0,50488.165,18291,0,0,0,346800,109950,0,0,456750,68779.165
"BR0241","5 bolsas de 2,5 kg | Gajos de brocoli sazonado","Gajos de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",12.5,"5 X 2,5 KG",5,2.5,"537ef1ac28efdb45dee0d50d3e1f8274",8244,0,13085,0,21329,0,21329,0,0,0,0,445,0,0,0,445,0,14930.3,0,0,0,0,66750,0,0,0,66750,14930.3
"BR0242","5 bolsas de 1,75 kg | Rodajas de brocoli","Rodajas de brocoli","Forma estable","Bastones clasicos - Reserva Privada","Bastones clasicos","Forma",8.75,"5 X 1,75 KG",5,1.75,"eb4895380ccaa410da0fefb6f12b197b",102787,0,0,0,102787,0,102787,0,0,0,0,2142,0,0,0,2142,0,53449.24,0,0,0,0,321300,0,0,0,321300,53449.24
"BR0243","5 bolsas de 2,5 kg | Brocoli en rejilla sazonado, con cabo | Ref XZ2","Brocoli en rejilla","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",12.5,"5 X 2,5 KG",5,2.5,"ab2be01db2336d90876b25f646f81b48",733361,28205,119454,0,881020,0,0,881020,0,0,0,0,18355,0,0,18355,0,0,400864.1,0,0,0,0,2753250,0,0,2753250,400864.1
"BR0244","Espirales de brocoli - sazonado, con cabo - Caja de 5 packs de 2,5 kg","Espirales de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",12.5,"5 X 2,5 KG",5,2.5,"eb4895380ccaa410da0fefb6f12b197b",541199,0,6696,0,547895,0,0,547895,0,0,0,0,11415,0,0,11415,0,0,249292.225,0,0,0,0,1712250,0,0,1712250,249292.225
"BR0245","Rosti de brocoli - clasico - Caja de 11 packs de 1 kg | Ref AD9","Rosti de brocoli","Forma estable","Guarniciones - Tortitas","Guarniciones","Forma",11,"11 X 1 KG",11,1,"a49d6ed97efd5ce792072d9ef9acf630",20724,0,0,0,20724,20724,0,0,0,0,371,0,0,0,0,371,14506.8,0,0,0,0,55650,0,0,0,0,55650,14506.8
"BR0246","Bocaditos inflados de brocoli - clasico - Caja de 11 packs de 1 kg","Bocaditos inflados de brocoli","Forma estable","Snacks y aperitivos - Base Brocoli","Snacks y aperitivos","Forma",11,"11 X 1 KG",11,1,"ef2c4cbdd2be88c4d7a73fe0a429c842",152096,0,1255,0,153351,153351,0,0,0,0,2739,0,0,0,0,2739,85876.56,0,0,0,0,410850,0,0,0,0,410850,85876.56
"BR0247","BonsaiPremium Bastones rectos de brocoli 6x6 mm 5 x 2,5 kg | Ref 3BS","Bastones rectos de brocoli","Estacional","Bastones clasicos - Reserva Privada","Bastones clasicos","Fino",12.5,"5 X 2.5 KG",2.5,2.5,"5c09a821f787019adf0ee74c5cc31985",2,0,660044,742,660788,0,660788,0,0,0,0,16520,0,0,0,16520,0,300658.54,0,0,0,0,2478000,0,0,0,2478000,300658.54
"BR0248","BonsaiPremium Bastones rectos de brocoli 6x6 mm 5 x 2,5 kg | Ref EBV","Bastones rectos de brocoli","Estacional","Bastones clasicos - Reserva Privada","Bastones clasicos","Fino",12.5,"5 X 2,5 KG",5,2.5,"845990194eeb50cd131954a55fecd655",0,0,576148,0,576148,576148,0,0,0,0,14404,0,0,0,0,14404,241982.16,0,0,0,0,2160600,0,0,0,0,2160600,241982.16
"BR0249","5 bolsas de 2,5 kg | Bastones rectos de brocoli 6x6 mm | Ref MO1","Bastones rectos de brocoli","Estacional","Bastones clasicos - Reserva Privada","Bastones clasicos","Fino",12.5,"5 X 2,5 KG",5,2.5,"2060590a59a5c59ff1bb32dbffe1028b",0,0,282539,0,282539,0,282539,0,0,0,0,5887,0,0,0,5887,0,128555.245,0,0,0,0,883050,0,0,0,883050,128555.245
"BR0250","BonsaiPremium Bastones rectos de brocoli 6x6 mm 5 x 2,5 kg | Ref HQ9","Bastones rectos de brocoli","Estacional","Bastones clasicos - Reserva Privada","Bastones clasicos","Fino",12.5,"5 X 2,5 KG",5,2.5,"2060590a59a5c59ff1bb32dbffe1028b",0,0,13200,0,13200,0,13200,0,0,0,0,275,0,0,0,275,0,6006,0,0,0,0,41250,0,0,0,41250,6006
"BR0251","Bastones rectos de brocoli 6x6 mm - clasico - Caja de 5 packs de 2,5 kg | Ref KYM","Bastones rectos de brocoli","Estacional","Bastones clasicos - Reserva Privada","Bastones clasicos","Fino",12.5,"5 X 2,5 kg",5,2.5,"60f9d051a89c1302333f9987840f1831",0,0,120133,0,120133,0,120133,0,0,0,0,3004,0,0,0,3004,0,54660.515,0,0,0,0,450600,0,0,0,450600,54660.515
"BR0252","BonsaiPremium Bastones rectos de brocoli 6x6 mm 5 x 2,5 kg | Ref 9HL","Bastones rectos de brocoli","Estacional","Bastones clasicos - Reserva Privada","Bastones clasicos","Fino",12.5,"5 X 2,5 KG",5,2.5,"60f9d051a89c1302333f9987840f1831",0,0,1165084,5540,1170624,0,1170624,0,0,0,0,29266,0,0,0,29266,0,532633.92,0,0,0,0,4389900,0,0,0,4389900,532633.92
"BR0253","BonsaiPremium Bastones rectos de brocoli 6x6 mm 5 x 2,5 kg | Ref 6DP","Bastones rectos de brocoli","Estacional","Bastones clasicos - Reserva Privada","Bastones clasicos","Fino",12.5,"5 X 2,5 KG",5,2.5,"845990194eeb50cd131954a55fecd655",0,0,1913149,0,1913149,1913149,0,0,0,0,47829,0,0,0,0,47829,803522.58,0,0,0,0,7174350,0,0,0,0,7174350,803522.58
"BR0254","5 bolsas de 2,5 kg | Bastones rectos de brocoli 6x6 mm | Ref 7FD","Bastones rectos de brocoli","Estacional","Bastones clasicos - Reserva Privada","Bastones clasicos","Fino",12.5,"5 X 2,5 KG",5,2.5,"845990194eeb50cd131954a55fecd655",0,0,39317,0,39317,39317,0,0,0,0,983,0,0,0,0,983,16513.14,0,0,0,0,147450,0,0,0,0,147450,16513.14
"BR0255","BonsaiPremium Bastones rectos de brocoli 6x6 mm 5 x 2,5 kg | Ref UW8","Bastones rectos de brocoli","Estacional","Bastones clasicos - Reserva Privada","Bastones clasicos","Fino",12.5,"5 X 2,5 KG",5,2.5,"11b35a29e8327acfb5f714e16d96040c",0,0,702946,4513,707459,0,0,0,0,707459,0,0,0,0,22109,22109,0,0,0,0,321893.845,0,0,0,0,3316350,3316350,321893.845
"BR0256","BonsaiPremium Bastones rectos de brocoli 6x6 mm 5 x 2,5 kg | Ref R0L","Bastones rectos de brocoli","Estacional","Bastones clasicos - Reserva Privada","Bastones clasicos","Fino",12.5,"5 X 2,5 kg",5,2.5,"4f15606db1c337e2b9460243b25326d4",0,0,408317,0,408317,0,0,0,0,408317,0,0,0,0,12760,12760,0,0,0,0,212324.84,0,0,0,0,1914000,1914000,212324.84
