"codigo_producto","descripcion_producto","ingrediente_forma","tipo_proyecto","subcategoria","categoria","tamaño_corte","peso_neto_caja","tamaño_paquete","cantidad_paquetes","peso_neto_paquete","caja_tipo_id","id_sencillo","caja_grosor_mm","caja_interior_largo","caja_interior_ancho","caja_interior_alto","caja_exterior_largo","caja_exterior_ancho","caja_exterior_alto","pallet_alto","pallet_ancho","pallet_largo","cantidad_cajas_alto","cantidad_cajas_largo","cantidad_cajas_ancho","cantidad_cajas_total","utilizacion","volumen_interior_caja_mm3","volumen_exterior_caja_mm3","volumen_pallet_mm3","perimetro_caja_m","headspace_max_pct","ect_n_m","carga_max_kg","volumen_tipo_planta_buenos_aires","volumen_tipo_planta_curitiba","volumen_tipo_planta_santiago","volumen_tipo_planta_monterrey","volumen_tipo_planta_bakersfield","costo_unitario_base","costo_total_base","costo_unitario_planta_buenos_aires","costo_unitario_planta_curitiba","costo_unitario_planta_santiago","costo_unitario_planta_monterrey","costo_unitario_planta_bakersfield","descuento_planta_buenos_aires","descuento_planta_curitiba","descuento_planta_santiago","descuento_planta_monterrey","descuento_planta_bakersfield","costo_por_pallet"
"BR0318","BonsaiGreen Bastones rectos de brocoli 9x9 mm con cabo 5 x 2,5 kg | Ref GLD","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Medio",12.5,"5 X 2,5 KG",5,2.5,"8850d576186653964c356b848cd2153a",104,4.1,386,286,194,394.2,294.2,202.2,1800,800,1200,8,2,4,64,0.868513704,21416824,23449870.008,1728000000,1.3768,0.08,1200,168.415902140673,7456,23438,16442,5596,6610,0.65,19351.15,0.715,0.715,0.715,0.715,0.715,10,10,10,10,10,150
"BR0319","Bastones rectos de brocoli 13x13 mm - clasico - Caja de 5 packs de 2,5 kg | Ref DHZ","Bastones rectos de brocoli","Estacional","Bastones clasicos - Legumes Frites","Bastones clasicos","Grueso",12.5,"5 X 2,5 KG",5,2.5,"ec50ec2078db5c1fbf57db09049b95f3",192,4.8,380,282,158,389.6,291.6,167.6,1800,800,1200,10,2,4,80,0.88150896,16931280,19040593.536,1728000000,1.3624,0.1,1550,215.261977573904,19886,0,0,0,4510,0.7,17077.2,0.77,0.77,0.77,0.77,0.77,10,10,10,10,10,150
"BR0320","BonsaiGreen Bastones rectos de brocoli 6x6 mm 5 x 2,5 kg | Ref OI4","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Fino",12.5,"5 X 2,5 KG",5,2.5,"beea47cc5f637c6fde9604c5cdd6c572",153,4.7,387,287,214,396.4,296.4,223.4,1800,800,1200,8,2,4,64,0.972145454222222,23768766,26247927.264,1728000000,1.3856,0.1,1500,211.865443425076,0,10948,0,0,0,0.7,7663.6,0.77,0.77,0.77,0.77,0.77,10,10,10,10,10,150
"BR0321","BonsaiPremium Bastones rectos de brocoli 6x6 mm 5 x 2,5 kg | Ref 59E","Bastones rectos de brocoli","Estacional","Bastones clasicos - Reserva Privada","Bastones clasicos","Fino",12.5,"5 X 2,5 KG",5,2.5,"d85b31778b741c8bdb462d9f332e56d2",176,4.1,383,248,244,391.2,256.2,252.2,1800,800,1200,7,2,4,56,0.819157369333333,23176096,25276855.968,1728000000,1.2948,0.08,1200,158.385321100917,0,77278,0,559350,0,0.65,206904.1,0.715,0.65,0.715,0.52,0.715,10,0,10,-20,10,150
"BR0322","Bastones rectos de brocoli 6x6 mm - picante - Caja de 5 packs de 2,5 kg","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Fino",12.5,"5 X 2,5 KG",5,2.5,"414d4cf5c1bc8a346f7e4445ede7acbd",49,4.1,386,286,229,394.2,294.2,237.2,1800,800,1200,7,2,4,56,0.891493666,25280684,27508947.408,1728000000,1.3768,0.08,1200,168.415902140673,2412,410136,5138148,1914,1944,0.65,601743.35,0.715,0.585,0.455,0.715,0.715,10,-10,-30,10,10,150
"BR0323","Bastones rectos de brocoli 6x6 mm - picante - Caja de 5 packs de 2,5 kg","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Fino",12.5,"5 X 2,5 KG",5,2.5,"32afd4b4cbf80746743543d141a1b52c",35,2.7,395,296,235,400,301.4,240.4,1800,800,1200,7,2,3,42,0.704438777777778,27476200,28982624,1728000000,1.4028,0.06,730,104.387767584098,0,0,12817,0,0,0.6,7690.2,0.66,0.66,0.66,0.66,0.66,10,10,10,10,10,150
"BR0324","Cubos de brocoli - sazonado - Caja de 5 packs de 2,5 kg","Cubos de brocoli","Forma estable","Guarniciones - Cubos","Guarniciones","Forma",12.5,"5 X 2,5 KG",5,2.5,"082c1cdb42b1abd201403ca33ca11ef0",2,4.1,383,248,189,391.2,256.2,197.2,1800,800,1200,9,2,4,72,0.823519032,17951976,19764456.768,1728000000,1.2948,0.08,1200,158.385321100917,0,617012,0,0,118368,0.65,238998.5,0.715,0.52,0.715,0.715,0.585,10,-20,10,10,-10,150
"BR0325","BonsaiGreen Espirales de brocoli 13 x 0,5 kg | Ref V23","Espirales de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",6.5,"13 X 0,5 KG",13,0.5,"457aead6b645a6fdaad21f23a4e8ca12",51,2.7,393,255,265,398.4,260.4,270.4,1800,800,1200,6,2,4,48,0.779227904,26556975,28052204.544,1728000000,1.3176,0.06,730,98.0477064220183,0,0,593992,0,0,0.6,89098.8,0.66,0.66,0.48,0.66,0.66,10,10,-20,10,10,150
"BR0326","13 bolsas de 0,5 kg | Espirales de brocoli sazonado | Ref 8LT","Espirales de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",6.5,"13 X 0,5 KG",13,0.5,"ab79baee2357a91142d0c868d05f3c31",133,4.1,383,248,258,391.2,256.2,266.2,1800,800,1200,6,2,4,48,0.741111448,24505872,26680012.128,1728000000,1.2948,0.08,1200,158.385321100917,0,65147,0,0,0,0.65,42345.55,0.715,0.585,0.715,0.715,0.715,10,-10,10,10,10,150
"BR0327","BonsaiGreen Brocoli en rejilla sazonado 13 x 0,5 kg | Ref TWE","Brocoli en rejilla","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",6.5,"13 X 0,5 kg",13,0.5,"8ff369b05ce8c21076793bc345e6ec1e",109,4.1,383,248,268,391.2,256.2,276.2,1800,800,1200,6,2,4,48,0.768951848,25455712,27682266.528,1728000000,1.2948,0.08,1200,158.385321100917,0,58364,0,0,0,0.65,37936.6,0.715,0.585,0.715,0.715,0.715,10,-10,10,10,10,150
"BR0328","BonsaiGreen Espirales de brocoli 9 x 0,75 kg","Espirales de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",6.75,"9 X 0,75 KG",9,0.75,"1c01c33ced1f5bfdb36a399ac98e0c68",16,4.1,383,248,214,391.2,256.2,222.2,1800,800,1200,8,2,4,64,0.824818250666666,20326576,22270092.768,1728000000,1.2948,0.08,1200,158.385321100917,0,441395,4119055,265900,1061915,0.65,431284.75,0.715,0.585,0.455,0.585,0.52,10,-10,-30,-10,-20,150
"BR0329","Brocoli en rejilla - clasico - Caja de 9 packs de 0,75 kg | Ref JOY","Brocoli en rejilla","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",6.75,"9 X 0,75 KG",9,0.75,"1cbc364190e4feb6cfbe064584c400ab",17,4.1,383,248,224,391.2,256.2,232.2,1800,800,1200,7,2,4,56,0.754196436,21276416,23272347.168,1728000000,1.2948,0.08,1200,158.385321100917,0,334398,39939,0,0,0.65,81106.35,0.715,0.52,0.715,0.715,0.715,10,-20,10,10,10,150
"BR0330","9 bolsas de 0,75 kg | Espirales de brocoli","Espirales de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",6.75,"9 X 0,75 KG",9,0.75,"1c01c33ced1f5bfdb36a399ac98e0c68",16,4.1,383,248,214,391.2,256.2,222.2,1800,800,1200,8,2,4,64,0.824818250666666,20326576,22270092.768,1728000000,1.2948,0.08,1200,158.385321100917,0,441395,4119055,265900,1061915,0.65,431284.75,0.715,0.585,0.455,0.585,0.52,10,-10,-30,-10,-20,150
"BR0331","Brocoli en rejilla - clasico - Caja de 9 packs de 0,75 kg | Ref TP4","Brocoli en rejilla","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",6.75,"9 X 0,75 KG",9,0.75,"1cbc364190e4feb6cfbe064584c400ab",17,4.1,383,248,224,391.2,256.2,232.2,1800,800,1200,7,2,4,56,0.754196436,21276416,23272347.168,1728000000,1.2948,0.08,1200,158.385321100917,0,334398,39939,0,0,0.65,81106.35,0.715,0.52,0.715,0.715,0.715,10,-20,10,10,10,150
"BR0332","Bastones rectos de brocoli 6x6 mm - clasico - Caja de 5 packs de 2,5 kg | Ref VDD","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Fino",12.5,"5 X 2,5 KG",5,2.5,"e67976152cc42ec69a300f4522f58632",183,2.7,393,255,255,398.4,260.4,260.4,1800,800,1200,6,2,4,48,0.750410304,25554825,27014770.944,1728000000,1.3176,0.06,730,98.0477064220183,0,1029501,439264,0,0,0.6,443700.6,0.66,0.42,0.48,0.66,0.66,10,-30,-20,10,10,150
"BR0333","5 bolsas de 2,5 kg | Bastones rectos de brocoli 6x6 mm | Ref VXL","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Fino",12.5,"5 X 2,5 KG",5,2.5,"3665e3bea9deb6de2f6ad8e308473be4",39,4.8,380,282,212,389.6,291.6,221.6,1800,800,1200,8,2,4,64,0.932421888,22717920,25175390.976,1728000000,1.3624,0.1,1550,215.261977573904,64034,92572,23584,0,0,0.7,63066.5,0.7,0.7,0.77,0.77,0.77,0,0,10,10,10,150
"BR0334","5 bolsas de 2,5 kg | Bastones rectos de brocoli 9x9 mm | Ref TYH","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Medio",12.5,"5 X 2,5 KG",5,2.5,"fa8da38322149b23e14a120e71d38975",200,2.7,393,255,235,398.4,260.4,240.4,1800,800,1200,7,2,4,56,0.808237621333333,23550525,24939903.744,1728000000,1.3176,0.06,730,98.0477064220183,0,19759330,6277130,0,5971450,0.6,1538329.8,0.66,0.42,0.42,0.66,0.42,10,-30,-30,10,30,150
"BR0335","Bastones rectos de brocoli 9x9 mm - clasico - Caja de 5 packs de 2,5 kg | Ref 5G6","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Medio",12.5,"5 X 2,5 KG",5,2.5,"fa8da38322149b23e14a120e71d38975",200,2.7,393,255,235,398.4,260.4,240.4,1800,800,1200,7,2,4,56,0.808237621333333,23550525,24939903.744,1728000000,1.3176,0.06,730,98.0477064220183,0,19759330,6277130,0,5971450,0.6,1538329.8,0.66,0.42,0.42,0.66,0.42,10,-30,-30,10,30,150
"BR0336","5 bolsas de 2,5 kg | Bastones rectos de brocoli 9x9 mm | Ref TYH","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Medio",12.5,"5 X 2,5 KG",5,2.5,"cf4c068dfec055bf302e658d71c9c942",169,4.8,380,282,192,389.6,291.6,201.6,1800,800,1200,8,2,4,64,0.848268288,20574720,22903243.776,1728000000,1.3624,0.1,1550,215.261977573904,0,26422,3679,0,0,0.7,21070.7,0.77,0.7,0.77,0.77,0.77,10,0,10,10,10,150
"BR0337","Bastones rectos de brocoli 11x11 mm - clasico - Caja de 5 packs de 2,5 kg | Ref 9O7","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Medio",12.5,"5 X 2,5 KG",5,2.5,"b104736a19fe0c796651c18805508482",142,4.1,383,248,209,391.2,256.2,217.2,1800,800,1200,8,2,4,64,0.806257984,19851656,21768965.568,1728000000,1.2948,0.08,1200,158.385321100917,0,0,41260,70120,0,0.65,36198.5,0.715,0.715,0.65,0.65,0.715,10,10,0,0,10,150
"BR0338","5 bolsas de 2,5 kg | Bastones rectos de brocoli 13x13 mm","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Grueso",12.5,"5 x 2,5 kg",5,2.5,"0b72571a5bb7429ce7de424547e8d27d",4,4.1,386,286,174,394.2,294.2,182.2,1800,800,1200,9,2,4,72,0.880433217,19208904,21130397.208,1728000000,1.3768,0.08,1200,168.415902140673,0,2144,71772,0,32428,0.65,34561.8,0.715,0.715,0.65,0.715,0.715,10,10,0,10,10,150
"BR0339","Bastones rectos de brocoli 6x6 mm - con cabo - Caja de 5 packs de 2,5 kg","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Fino",12.5,"5 X 2,5 KG",5,2.5,"3479d784dc4ed4c42784cabde22ac149",36,4.1,383,248,248,391.2,256.2,256.2,1800,800,1200,7,2,4,56,0.832149556,23556032,25677757.728,1728000000,1.2948,0.08,1200,158.385321100917,0,407639,254197,0,0,0.65,430193.4,0.715,0.52,0.52,0.715,0.715,10,-20,-20,10,10,150
"BR0340","Bastones rectos de brocoli 9x9 mm - con cabo - Caja de 5 packs de 2,5 kg","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Medio",12.5,"5 X 2,5 KG",5,2.5,"3826faf22304dbe5bef22f8c36155874",42,2.7,393,255,224,398.4,260.4,229.4,1800,800,1200,7,2,4,56,0.771255034666667,22448160,23798726.784,1728000000,1.3176,0.06,730,98.0477064220183,0,15447030,2627646,20043672,9200934,0.6,3198445.2,0.66,0.42,0.48,0.42,0.42,10,-30,-20,-30,-30,150
"BR0340XL","Bastones rectos de brocoli 9x9 mm - con cabo - Caja de 5 packs de 2,5 kg XL","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Medio",12.5,"5 X 2,5 KG",5,2.5,"fa8da38322149b23e14a120e71d38975",200,2.7,393,255,235,398.4,260.4,240.4,1800,800,1200,7,2,4,56,0.808237621333333,23550525,24939903.744,1728000000,1.3176,0.06,730,98.0477064220183,0,19759330,6277130,0,5971450,0.6,1538329.8,0.66,0.42,0.42,0.66,0.42,10,-30,-30,10,30,150
"BR0341","5 bolsas de 2,5 kg | Bastones rectos de brocoli 11x11 mm con cabo | Ref EBK","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Medio",12.5,"5 X 2,5 KG",5,2.5,"1c01c33ced1f5bfdb36a399ac98e0c68",16,4.1,383,248,214,391.2,256.2,222.2,1800,800,1200,8,2,4,64,0.824818250666666,20326576,22270092.768,1728000000,1.2948,0.08,1200,158.385321100917,0,441395,4119055,265900,1061915,0.65,431284.75,0.715,0.585,0.455,0.585,0.52,10,-10,-30,-10,-20,150
"BR0342","Bastones rectos de brocoli 9x9 mm - con cabo - Caja de 5 packs de 2,5 kg","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Medio",12.5,"5 X 2,5 KG",5,2.5,"fa8da38322149b23e14a120e71d38975",200,2.7,393,255,235,398.4,260.4,240.4,1800,800,1200,7,2,4,56,0.808237621333333,23550525,24939903.744,1728000000,1.3176,0.06,730,98.0477064220183,0,19759330,6277130,0,5971450,0.6,1538329.8,0.66,0.42,0.42,0.66,0.42,10,-30,-30,10,30,150
"BR0343","5 bolsas de 2,5 kg | Bastones rectos de brocoli 6x6 mm | Ref DUF","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Fino",12.5,"5 X 2,5 KG",5,2.5,"b1561453f5edf808c1c92eb2d0f45d38",143,2.7,393,255,321,398.4,260.4,326.4,1800,800,1200,5,2,4,40,0.78383872,32169015,33861832.704,1728000000,1.3176,0.06,730,98.0477064220183,0,91907,194266,0,0,0.6,171703.8,0.66,0.54,0.48,0.66,0.66,10,-10,-20,10,10,150
"BR0344","Bastones rectos de brocoli 9x9 mm - clasico - Caja de 5 packs de 2,5 kg | Ref HKF","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Medio",12.5,"5 X 2,5 KG",5,2.5,"e743e947473252606cfa14519dbf593b",186,2.7,393,255,291,398.4,260.4,296.4,1800,800,1200,6,2,4,48,0.854153664,29162565,30749531.904,1728000000,1.3176,0.06,730,98.0477064220183,55052,566424,1005084,39472,46616,0.6,256897.2,0.66,0.48,0.48,0.66,0.66,10,-20,-20,10,10,150
"BR0345","Bastones rectos de brocoli 9x9 mm - clasico - Caja de 5 packs de 2,5 kg | Ref PII","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Medio",12.5,"5 X 2,5 KG",5,2.5,"5e55b0f0e0122b55ba8d4d91fb921c5a",75,4.5,391,292,316,400,301,325,1800,800,1200,5,2,3,30,0.679340277777778,36078352,39130000,1728000000,1.402,0.08,1400,200.081549439348,0,94198,431487,0,0,0.65,341695.25,0.715,0.585,0.52,0.715,0.715,10,-10,-20,10,10,150
"BR0346","Bastones rectos de brocoli 9x9 mm - clasico - Caja de 5 packs de 2,5 kg | Ref HKF","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Medio",12.5,"5 X 2,5 KG",5,2.5,"5914abeae491eab8612131985b15994f",70,4.1,386,286,239,394.2,294.2,247.2,1800,800,1200,7,2,4,56,0.929077716,26384644,28668683.808,1728000000,1.3768,0.08,1200,168.415902140673,0,1044045,1330340,0,1918650,0.65,558094.55,0.715,0.52,0.52,0.715,0.52,10,-20,-20,10,-20,150
"BR0347","Bastones rectos de brocoli 9x9 mm - clasico - Caja de 5 packs de 2,5 kg | Ref HKF","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Medio",12.5,"5X 2,5 KG",5,2.5,"5914abeae491eab8612131985b15994f",70,4.1,386,286,239,394.2,294.2,247.2,1800,800,1200,7,2,4,56,0.929077716,26384644,28668683.808,1728000000,1.3768,0.08,1200,168.415902140673,0,1044045,1330340,0,1918650,0.65,558094.55,0.715,0.52,0.52,0.715,0.52,10,-20,-20,10,-20,150
"BR0348","Bastones rectos de brocoli 9x9 mm - clasico - Caja de 5 packs de 2,5 kg | Ref PII","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Medio",12.5,"5 X 2,5 KG",5,2.5,"4e08f8e3d25dca0ebe2ef18b5cff3f24",58,4.8,380,282,305,389.6,291.6,314.6,1800,800,1200,5,2,4,40,0.82733508,32683800,35740875.456,1728000000,1.3624,0.1,1550,215.261977573904,0,64906,77756,0,0,0.7,99863.4,0.77,0.63,0.63,0.77,0.77,10,-10,-10,10,10,150
"BR0349","Bastones rectos de brocoli 9x9 mm - clasico - Caja de 5 packs de 2,5 kg | Ref HKF","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Medio",12.5,"5 X 2,5 KG",5,2.5,"6d5c1314ab281dbdd56dc5dde84579b9",91,2.7,395,296,245,400,301.4,250.4,1800,800,1200,7,2,3,42,0.733741555555556,28645400,30188224,1728000000,1.4028,0.06,730,104.387767584098,0,141228,369444,0,63984,0.6,86198.4,0.66,0.6,0.54,0.66,0.66,10,0,-10,10,10,150
"BR0350","11 bolsas de 1 kg | Tortitas de brocoli | Ref G03","Tortitas de brocoli","Forma estable","Guarniciones - Tortitas","Guarniciones","Forma",11,"11 X 1 KG",11,1,"1f3654aef5539d7393e1c6a4a8be552f",21,4.6,383,285,206,392.2,294.2,215.2,1800,800,1200,8,2,4,64,0.919663098074074,22485930,24830903.648,1728000000,1.3728,0.1,1450,202.911314984709,150730,0,0,0,0,0.7,52755.5,0.63,0.77,0.77,0.77,0.77,-10,10,10,10,10,150
"BR0351","11 bolsas de 1 kg | Tortitas de brocoli | Ref G03","Tortitas de brocoli","Forma estable","Guarniciones - Tortitas","Guarniciones","Forma",11,"11 X 1 KG",11,1,"1f3654aef5539d7393e1c6a4a8be552f",21,4.6,383,285,206,392.2,294.2,215.2,1800,800,1200,8,2,4,64,0.919663098074074,22485930,24830903.648,1728000000,1.3728,0.1,1450,202.911314984709,150730,0,0,0,0,0.7,52755.5,0.63,0.77,0.77,0.77,0.77,-10,10,10,10,10,150
"BR0352","BonsaiGreen Bastones rectos de brocoli 9x9 mm 5 x 2,5 kg | Ref KXH","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Medio",12.5,"5 X2,5 KG",5,2.5,"e743e947473252606cfa14519dbf593b",186,2.7,393,255,291,398.4,260.4,296.4,1800,800,1200,6,2,4,48,0.854153664,29162565,30749531.904,1728000000,1.3176,0.06,730,98.0477064220183,55052,566424,1005084,39472,46616,0.6,256897.2,0.66,0.48,0.48,0.66,0.66,10,-20,-20,10,10,150
"BR0353","BonsaiVegetales Croquetas de brocoli 13 x 0,75 kg","Croquetas de brocoli","Forma estable","Guarniciones - Legumes Croquetas","Guarniciones","Forma",9.75,"13 X 0,75 KG",13,0.75,"ea6403e25e3a52198dad19251c207a47",189,4.6,380,252,245,389.2,261.2,254.2,1800,800,1200,7,2,4,56,0.83746340637037,23461200,25841727.968,1728000000,1.3008,0.1,1450,192.269113149847,437365,0,0,0,0,0.7,61231.1,0.63,0.77,0.77,0.77,0.77,-10,10,10,10,10,150
"BR0354","BonsaiGreen Brocoli en rejilla sazonado, con cabo 13 x 0,5 kg","Brocoli en rejilla","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",6.5,"13 X 0,5 KG",13,0.5,"6a29db0cef2137d2bb15a27d61f064bd",86,2.7,393,255,270,398.4,260.4,275.4,1800,800,1200,6,2,4,48,0.793636704,27058050,28570921.344,1728000000,1.3176,0.06,730,98.0477064220183,0,6198,270957,0,0,0.6,55431,0.66,0.66,0.54,0.66,0.66,10,10,-10,10,10,150
"BR0355","BonsaiGreen Dippers de brocoli 13 x 0,5 kg","Dippers de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",6.5,"13 X 0,5 KG",13,0.5,"a130566667d4be7bb38053adaefea0af",119,2.7,393,255,204,398.4,260.4,209.4,1800,800,1200,8,2,4,64,0.804587392,20443860,21723859.584,1728000000,1.3176,0.06,730,98.0477064220183,422280,1385562,0,4166136,0,0.6,597397.8,0.54,0.48,0.66,0.42,0.66,-10,-20,10,-30,10,150
"BR0356","Espirales de brocoli - sazonado - Caja de 13 packs de 0,5 kg","Espirales de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",6.5,"13 X 0,5 KG",13,0.5,"457aead6b645a6fdaad21f23a4e8ca12",51,2.7,393,255,265,398.4,260.4,270.4,1800,800,1200,6,2,4,48,0.779227904,26556975,28052204.544,1728000000,1.3176,0.06,730,98.0477064220183,0,0,593992,0,0,0.6,89098.8,0.66,0.66,0.48,0.66,0.66,10,10,-20,10,10,150
"BR0357","BonsaiGreen Bastones rectos de brocoli 6x6 mm 13 x 0,75 kg","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Fino",9.75,"13 X 0,75 KG",13,0.75,"ad23381bab48bad4640990fdc6a27c9b",136,4.1,383,248,229,391.2,256.2,237.2,1800,800,1200,7,2,4,56,0.770436669333333,21751336,23773474.368,1728000000,1.2948,0.08,1200,158.385321100917,0,30320,81010,0,0,0.65,36182.25,0.715,0.715,0.65,0.715,0.715,10,10,0,10,10,150
"BR0358","BonsaiGreen Espirales de brocoli 13 x 0,75 kg","Espirales de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",9.75,"13 X 0,75 KG",13,0.75,"6d5c1314ab281dbdd56dc5dde84579b9",91,2.7,395,296,245,400,301.4,250.4,1800,800,1200,7,2,3,42,0.733741555555556,28645400,30188224,1728000000,1.4028,0.06,730,104.387767584098,0,141228,369444,0,63984,0.6,86198.4,0.66,0.6,0.54,0.66,0.66,10,0,-10,10,10,150
"BR0359","Brocoli zigzag - clasico - Caja de 13 packs de 0,75 kg | Ref 6P9","Brocoli zigzag","Forma estable","Bastones clasicos - Legumes Frites","Bastones clasicos","Forma",9.75,"13 X 0,8 kg",13,0.75,"10c5f9edbe2c87186bcdeb991fe8d902",5,4.6,380,252,228,389.2,261.2,237.2,1800,800,1200,7,2,4,56,0.78145680562963,21833280,24113524.288,1728000000,1.3008,0.1,1450,192.269113149847,424662,480,312,162,186,0.7,49676.9,0.63,0.77,0.77,0.77,0.77,-10,10,10,10,10,150
"BR0360","Bastones rectos de brocoli 9x9 mm - crocante - Caja de 5 packs de 2,5 kg | Ref 559","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Medio",12.5,"5 X 2,5 KG",5,2.5,"48d2fa87ef6ac189e633680672b6132e",52,4.1,386,286,199,394.2,294.2,207.2,1800,800,1200,8,2,4,64,0.889990304,21968804,24029738.208,1728000000,1.3768,0.08,1200,168.415902140673,0,625956,7992264,0,306132,0.65,966804.8,0.715,0.52,0.455,0.715,0.585,10,-20,-30,10,-10,150
"BR0361","BonsaiGreen Gajos de brocoli sazonado 5 x 2,5 kg | Ref 595","Gajos de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",12.5,"5 X 2.5 KG",2.5,2.5,"116dda17a7b7fb82c62f462ef4a94218",6,4.1,386,286,164,394.2,294.2,172.2,1800,800,1200,10,2,4,80,0.92456763,18104944,19970660.808,1728000000,1.3768,0.08,1200,168.415902140673,0,5214468,32879,0,0,0.65,487253.65,0.715,0.455,0.715,0.715,0.715,10,-30,10,10,10,150
"BR0362","BonsaiGreen Espirales de brocoli 5 x 2,5 kg","Espirales de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",12.5,"5 X 2,5 KG",5,2.5,"3256a5fed07b421a92abee44a3d93243",34,2.7,395,296,260,400,301.4,265.4,1800,800,1200,6,2,3,36,0.666596333333333,30399200,31996624,1728000000,1.4028,0.06,730,104.387767584098,0,1124998,9039079,0,349489,0.6,901162.8,0.66,0.48,0.42,0.66,0.6,10,-20,-30,10,0,150
"BR0363","BonsaiPremium Bastones rectos de brocoli 5 x 2,5 kg | Ref XJT","Bastones rectos de brocoli","Estacional","Bastones clasicos - Reserva Privada","Bastones clasicos","Medio",12.5,"5 X 2,5 KG",5,2.5,"a053806f0b23db27a17e90bf971c8a62",117,4.1,386,286,273,394.2,294.2,281.2,1800,800,1200,6,2,4,48,0.905882988,30138108,32611787.568,1728000000,1.3768,0.08,1200,168.415902140673,0,0,0,0,93363,0.65,60685.95,0.715,0.715,0.715,0.715,0.585,10,10,10,10,-10,150
"BR0364","BonsaiPremium Bastones rectos de brocoli 5 x 2,5 kg | Ref 8OM","Bastones rectos de brocoli","Estacional","Bastones clasicos - Reserva Privada","Bastones clasicos","Fino",12.5,"5 X 2,5 KG",5,2.5,"5752498adef915345dabc54b32edf146",68,2.7,395,296,219,400,301.4,224.4,1800,800,1200,8,2,3,48,0.751490666666667,25605480,27053664,1728000000,1.4028,0.06,730,104.387767584098,0,194538,0,0,0,0.6,58361.4,0.66,0.54,0.66,0.66,0.66,10,-10,10,10,10,150
"BR0365","Bastones rectos de brocoli - clasico - Caja de 5 packs de 2,5 kg | Ref NW8","Bastones rectos de brocoli","Estacional","Bastones clasicos - Reserva Privada","Bastones clasicos","Grueso",12.5,"5 X 2,5 KG",5,2.5,"55b52b97c05b19dbbbefa191622fe36a",66,4.1,386,286,179,394.2,294.2,187.2,1800,800,1200,9,2,4,72,0.904594392,19760884,21710265.408,1728000000,1.3768,0.08,1200,168.415902140673,4150192,6511048,34760,2059872,20680,0.65,1038094.85,0.455,0.455,0.715,0.52,0.715,-30,-30,10,-20,10,150
